CO_IES;NO;NE;CO;SUL;SE;CO_TURNO_ALUNO;CO_TURNO_MATUTINO;CO_TURNO_VESPERTINO;CO_TURNO_NOTURNO;CO_TURNO_INTEGRAL;CO_TURNO_N_INF;CO_ALUNO;CO_ALUNO_SITUACAO;CO_ALUNO_EVASAO;CO_ALUNO_FORMADO;NO_EVENTO;EVENTO;CO_ALUNO_CEN;CO_COR_RACA_ALUNO;IN_SEXO_ALUNO;NU_IDADE_ALUNO;IN_ALUNO_DEFICIENCIA;IN_DEF_AUDITIVA;IN_DEF_FISICA;IN_DEF_MENTAL;IN_DEF_MULTIPLA;IN_SURDEZ;IN_SURDOCEGUEIRA;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_ATIVIDADE_COMPLEMENTAR;IN_RESERVA_VAGAS;IN_ING_CONVENIO_PECG;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTROS;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;IN_ATIV_ESTAG_N_OBRIG_NAO_REM;IN_ATIV_EXTENSAO_NAO_REM;IN_ATIV_MONITORIA_NAO_REM;IN_ATIV_PESQUISA_NAO_REM;IN_ATIV_ESTAG_N_OBRIG_REM;IN_ATIV_EXTENSAO_REM;IN_ATIV_MONITORIA_REM;IN_ATIV_PESQUISA_REM;ANO_INGRESSO;ANO_BASE;TEMPO;IN_DEF_SUPERDOTACAO;IN_TGD_AUTISMO_INFANTIL;IN_TGD_SINDROME_ASPERGER;IN_TGD_SINDROME_RETT;IN_TGD_TRANSTOR_DESINTEGRATIVO;T1;T2;T3;T4;T5;T6;T7;T8;T9
54;0;0;0;0;1;4;0;0;0;1;0;400012666596;4;1;0;Evadido;1;1;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006252668;6;0;1;Formado;1;1;0;0;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006252829;4;1;0;Evadido;1;1;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006256074;6;0;1;Formado;1;1;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006257564;6;0;1;Formado;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006257616;6;0;1;Formado;1;1;0;0;25;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006257873;6;0;1;Formado;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259834;6;0;1;Formado;1;1;0;1;24;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006259854;4;1;0;Evadido;1;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010776382;4;1;0;Evadido;1;1;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307036;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307136;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307307;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307482;6;0;1;Formado;1;1;0;1;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307491;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307653;6;0;1;Formado;1;1;0;0;24;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400001508628;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307764;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307819;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006307906;6;0;1;Formado;1;1;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400005073129;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006308580;6;0;1;Formado;1;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006309201;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006309247;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006309576;6;0;1;Formado;1;1;0;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010776822;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010777468;4;1;0;Evadido;1;1;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400006060100;6;0;1;Formado;1;1;0;1;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012773308;4;1;0;Evadido;1;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012773445;4;1;0;Evadido;1;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012775183;4;1;0;Evadido;1;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400009345186;4;1;0;Evadido;1;1;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400010201148;4;1;0;Evadido;1;1;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012775455;4;1;0;Evadido;1;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012775603;4;1;0;Evadido;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400011171775;4;1;0;Evadido;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012777370;4;1;0;Evadido;1;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400014475519;4;1;0;Evadido;1;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400014476332;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016743055;4;1;0;Evadido;1;1;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016743105;4;1;0;Evadido;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016743137;4;1;0;Evadido;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016743509;4;1;0;Evadido;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016743728;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756291;4;1;0;Evadido;1;1;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756321;4;1;0;Evadido;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756390;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756533;4;1;0;Evadido;1;1;0;0;33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756655;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756663;4;1;0;Evadido;1;1;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756670;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400016756746;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400014441880;5;1;0;Evadido;1;1;0;1;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400012773802;5;1;0;Evadido;1;1;0;1;23;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;0;0;0;0;1;4;0;0;0;1;0;400001407582;5;1;0;Evadido;1;1;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400017274862;4;1;0;Evadido;1;1;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2013;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007309036;4;1;0;Evadido;1;1;3;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007309139;4;1;0;Evadido;1;1;1;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011254831;4;1;0;Evadido;1;1;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400006257038;6;0;1;Formado;1;1;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310413;6;0;1;Formado;1;1;3;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400005072352;6;0;1;Formado;1;1;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310590;6;0;1;Formado;1;1;4;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310592;6;0;1;Formado;1;1;4;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310593;6;0;1;Formado;1;1;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400005071458;6;0;1;Formado;1;1;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310601;6;0;1;Formado;1;1;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400003943400;4;1;0;Evadido;1;1;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310716;6;0;1;Formado;1;1;4;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310728;6;0;1;Formado;1;1;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011262992;6;0;1;Formado;1;1;4;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011255782;6;0;1;Formado;1;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011255890;6;0;1;Formado;1;1;4;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400006257184;6;0;1;Formado;1;1;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011254504;6;0;1;Formado;1;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011262998;6;0;1;Formado;1;1;1;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011254010;6;0;1;Formado;1;1;3;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011255536;4;1;0;Evadido;1;1;3;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400013245004;4;1;0;Evadido;1;1;3;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400001854626;4;1;0;Evadido;1;1;3;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2011;2013;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400015380373;4;1;0;Evadido;1;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400012749594;4;1;0;Evadido;1;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400015380468;4;1;0;Evadido;1;1;4;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400011255871;4;1;0;Evadido;1;1;4;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010;2013;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400007310600;5;1;0;Evadido;1;1;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2013;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400015380368;5;1;0;Evadido;1;1;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;0;0;0;0;1;1;1;0;0;0;0;400015380470;5;1;0;Evadido;1;1;3;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2013;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
